x,y,s,dir,event,nflId,displayName,jerseyNumber,team,frame.id,gameId_x,playId,quarter,GameClock,down,yardsToGo,possessionTeam,yardlineSide,yardlineNumber,isSTPlay,PassLength,PassResult,YardsAfterCatch,PlayResult,playDescription,PositionAbbr,snap_x,snap_y
53.09,25.58,6.58,358.74,,2543498.0,Brandin Cooks,14.0,home,42,2017090700,1049,1,02:05:00,1,10,NE,KC,45.0,False,1.0,C,14.0,15,(2:05) (No Huddle) T.Brady pass short middle to B.Cooks ran ob at KC 30 for 15 yards.,WR,54.9,24.4
53.11,26.25,6.66,358.6,,2543498.0,Brandin Cooks,14.0,home,43,2017090700,1049,1,02:05:00,1,10,NE,KC,45.0,False,1.0,C,14.0,15,(2:05) (No Huddle) T.Brady pass short middle to B.Cooks ran ob at KC 30 for 15 yards.,WR,54.9,24.4
53.12,26.94,6.73,358.27,,2543498.0,Brandin Cooks,14.0,home,44,2017090700,1049,1,02:05:00,1,10,NE,KC,45.0,False,1.0,C,14.0,15,(2:05) (No Huddle) T.Brady pass short middle to B.Cooks ran ob at KC 30 for 15 yards.,WR,54.9,24.4
53.14,27.62,6.8,357.81,,2543498.0,Brandin Cooks,14.0,home,45,2017090700,1049,1,02:05:00,1,10,NE,KC,45.0,False,1.0,C,14.0,15,(2:05) (No Huddle) T.Brady pass short middle to B.Cooks ran ob at KC 30 for 15 yards.,WR,54.9,24.4
53.15,28.3,6.87,357.02,pass_arrived,2543498.0,Brandin Cooks,14.0,home,46,2017090700,1049,1,02:05:00,1,10,NE,KC,45.0,False,1.0,C,14.0,15,(2:05) (No Huddle) T.Brady pass short middle to B.Cooks ran ob at KC 30 for 15 yards.,WR,54.9,24.4
23.14,32.75,0.97,257.06,ball_snap,2530515.0,Chris Hogan,15.0,home,15,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
23.14,32.75,1.12,258.9,,2530515.0,Chris Hogan,15.0,home,16,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
23.13,32.74,1.26,260.58,,2530515.0,Chris Hogan,15.0,home,17,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
23.12,32.74,1.4,262.61,,2530515.0,Chris Hogan,15.0,home,18,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
23.1,32.73,1.54,265.34,,2530515.0,Chris Hogan,15.0,home,19,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
22.96,32.7,1.68,268.03,,2530515.0,Chris Hogan,15.0,home,20,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
22.6,32.61,1.82,270.28,,2530515.0,Chris Hogan,15.0,home,21,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
22.17,32.48,1.96,273.08,,2530515.0,Chris Hogan,15.0,home,22,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
21.78,32.39,2.09,275.72,,2530515.0,Chris Hogan,15.0,home,23,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
21.45,32.36,2.23,278.16,,2530515.0,Chris Hogan,15.0,home,24,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
21.17,32.36,2.36,280.47,,2530515.0,Chris Hogan,15.0,home,25,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.9,32.38,2.49,282.75,,2530515.0,Chris Hogan,15.0,home,26,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.65,32.43,2.61,284.71,,2530515.0,Chris Hogan,15.0,home,27,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.39,32.53,2.72,286.58,,2530515.0,Chris Hogan,15.0,home,28,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.13,32.65,2.77,288.97,,2530515.0,Chris Hogan,15.0,home,29,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.87,32.77,2.72,292.74,,2530515.0,Chris Hogan,15.0,home,30,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.63,32.94,2.64,297.39,,2530515.0,Chris Hogan,15.0,home,31,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.4,33.13,2.59,301.35,,2530515.0,Chris Hogan,15.0,home,32,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.18,33.32,2.56,304.48,,2530515.0,Chris Hogan,15.0,home,33,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.96,33.52,2.54,307.39,,2530515.0,Chris Hogan,15.0,home,34,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.76,33.73,2.5,309.81,,2530515.0,Chris Hogan,15.0,home,35,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.58,33.94,2.44,311.89,,2530515.0,Chris Hogan,15.0,home,36,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.41,34.13,2.36,313.84,,2530515.0,Chris Hogan,15.0,home,37,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.25,34.32,2.28,315.89,pass_forward,2530515.0,Chris Hogan,15.0,home,38,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.09,34.5,2.19,318.07,,2530515.0,Chris Hogan,15.0,home,39,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.95,34.66,2.09,319.91,,2530515.0,Chris Hogan,15.0,home,40,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.8,34.81,1.98,321.79,,2530515.0,Chris Hogan,15.0,home,41,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.66,34.97,1.87,323.81,,2530515.0,Chris Hogan,15.0,home,42,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.54,35.14,1.75,325.91,,2530515.0,Chris Hogan,15.0,home,43,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.45,35.26,1.64,327.91,,2530515.0,Chris Hogan,15.0,home,44,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.38,35.36,1.55,330.18,,2530515.0,Chris Hogan,15.0,home,45,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.33,35.46,1.46,332.48,,2530515.0,Chris Hogan,15.0,home,46,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.28,35.59,1.39,334.81,,2530515.0,Chris Hogan,15.0,home,47,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.23,35.7,1.32,337.57,,2530515.0,Chris Hogan,15.0,home,48,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.21,35.81,1.25,340.51,,2530515.0,Chris Hogan,15.0,home,49,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.2,35.92,1.21,344.01,,2530515.0,Chris Hogan,15.0,home,50,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.19,36.03,1.16,347.97,,2530515.0,Chris Hogan,15.0,home,51,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
17.19,36.13,1.12,351.48,pass_arrived,2530515.0,Chris Hogan,15.0,home,52,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
24.29,14.0,1.07,255.34,ball_snap,2543498.0,Brandin Cooks,14.0,home,15,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
24.28,13.99,1.29,255.83,,2543498.0,Brandin Cooks,14.0,home,16,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
24.28,13.99,1.51,255.98,,2543498.0,Brandin Cooks,14.0,home,17,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
24.27,13.99,1.73,255.73,,2543498.0,Brandin Cooks,14.0,home,18,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
24.25,13.99,1.95,255.16,,2543498.0,Brandin Cooks,14.0,home,19,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
24.14,13.95,2.16,254.19,,2543498.0,Brandin Cooks,14.0,home,20,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
23.8,13.86,2.38,253.14,,2543498.0,Brandin Cooks,14.0,home,21,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
23.32,13.72,2.58,252.37,,2543498.0,Brandin Cooks,14.0,home,22,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
22.87,13.59,2.78,251.15,,2543498.0,Brandin Cooks,14.0,home,23,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
22.44,13.51,2.98,249.31,,2543498.0,Brandin Cooks,14.0,home,24,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
22.05,13.42,3.18,247.77,,2543498.0,Brandin Cooks,14.0,home,25,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
21.67,13.34,3.36,245.28,,2543498.0,Brandin Cooks,14.0,home,26,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
21.29,13.23,3.54,242.72,,2543498.0,Brandin Cooks,14.0,home,27,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.92,13.1,3.7,240.14,,2543498.0,Brandin Cooks,14.0,home,28,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.55,12.93,3.8,237.13,,2543498.0,Brandin Cooks,14.0,home,29,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
20.2,12.76,3.79,233.5,,2543498.0,Brandin Cooks,14.0,home,30,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.86,12.59,3.7,229.13,,2543498.0,Brandin Cooks,14.0,home,31,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.55,12.38,3.64,224.36,,2543498.0,Brandin Cooks,14.0,home,32,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.27,12.1,3.62,219.38,,2543498.0,Brandin Cooks,14.0,home,33,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.98,11.83,3.64,214.55,,2543498.0,Brandin Cooks,14.0,home,34,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.78,11.46,3.66,209.66,,2543498.0,Brandin Cooks,14.0,home,35,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.61,11.07,3.69,204.87,,2543498.0,Brandin Cooks,14.0,home,36,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.47,10.67,3.71,200.29,,2543498.0,Brandin Cooks,14.0,home,37,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.4,10.24,3.72,196.09,pass_forward,2543498.0,Brandin Cooks,14.0,home,38,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.33,9.8,3.75,192.22,,2543498.0,Brandin Cooks,14.0,home,39,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.3,9.37,3.77,188.57,,2543498.0,Brandin Cooks,14.0,home,40,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.3,8.91,3.77,185.28,,2543498.0,Brandin Cooks,14.0,home,41,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.31,8.47,3.73,182.37,,2543498.0,Brandin Cooks,14.0,home,42,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.34,8.03,3.69,179.36,,2543498.0,Brandin Cooks,14.0,home,43,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.41,7.62,3.6,177.03,,2543498.0,Brandin Cooks,14.0,home,44,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.5,7.21,3.49,174.98,,2543498.0,Brandin Cooks,14.0,home,45,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.6,6.83,3.37,173.2,,2543498.0,Brandin Cooks,14.0,home,46,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.69,6.5,3.22,171.94,,2543498.0,Brandin Cooks,14.0,home,47,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.78,6.17,3.05,170.54,,2543498.0,Brandin Cooks,14.0,home,48,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.85,5.88,2.88,169.45,,2543498.0,Brandin Cooks,14.0,home,49,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.92,5.63,2.69,168.43,,2543498.0,Brandin Cooks,14.0,home,50,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
18.99,5.4,2.49,167.07,,2543498.0,Brandin Cooks,14.0,home,51,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
19.05,5.19,2.29,165.59,pass_arrived,2543498.0,Brandin Cooks,14.0,home,52,2017090700,1130,1,00:42:00,1,5,NE,KC,12.0,False,12.0,I,,0,(:42) (Shotgun) T.Brady pass incomplete short right to R.Burkhead (D.Johnson).,WR,22.13,23.83
65.51,38.77,1.18,237.92,ball_snap,2552652.0,Chris Conley,17.0,away,15,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
65.51,38.77,1.41,237.19,,2552652.0,Chris Conley,17.0,away,16,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
65.5,38.77,1.65,236.18,,2552652.0,Chris Conley,17.0,away,17,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
65.49,38.76,1.89,235.99,,2552652.0,Chris Conley,17.0,away,18,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
65.46,38.75,2.14,236.1,,2552652.0,Chris Conley,17.0,away,19,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
65.29,38.65,2.43,236.2,,2552652.0,Chris Conley,17.0,away,20,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
64.9,38.42,2.72,236.72,,2552652.0,Chris Conley,17.0,away,21,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
64.46,38.15,3.03,237.31,,2552652.0,Chris Conley,17.0,away,22,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
64.05,37.87,3.35,237.92,,2552652.0,Chris Conley,17.0,away,23,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
63.72,37.64,3.69,238.81,,2552652.0,Chris Conley,17.0,away,24,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
63.39,37.39,4.03,239.66,,2552652.0,Chris Conley,17.0,away,25,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
63.05,37.12,4.38,240.75,,2552652.0,Chris Conley,17.0,away,26,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
62.7,36.87,4.75,241.98,,2552652.0,Chris Conley,17.0,away,27,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
62.32,36.62,5.13,243.25,,2552652.0,Chris Conley,17.0,away,28,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
61.89,36.34,5.43,244.56,,2552652.0,Chris Conley,17.0,away,29,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
61.43,36.09,5.59,246.05,,2552652.0,Chris Conley,17.0,away,30,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
60.93,35.83,5.73,247.46,,2552652.0,Chris Conley,17.0,away,31,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
60.4,35.57,5.89,249.35,,2552652.0,Chris Conley,17.0,away,32,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
59.83,35.33,6.11,251.09,,2552652.0,Chris Conley,17.0,away,33,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
59.25,35.11,6.34,252.84,,2552652.0,Chris Conley,17.0,away,34,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
58.63,34.92,6.56,254.76,,2552652.0,Chris Conley,17.0,away,35,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
57.94,34.75,6.8,256.58,,2552652.0,Chris Conley,17.0,away,36,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
57.22,34.59,7.03,258.21,,2552652.0,Chris Conley,17.0,away,37,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
56.47,34.46,7.24,260.05,,2552652.0,Chris Conley,17.0,away,38,2017090700,1274,2,14:51:00,1,10,KC,KC,45.0,False,16.0,I,,0,(14:51) A.Smith pass incomplete deep right to R.Travis (D.McCourty).,WR,64.9,29.53
